route,source,destination,year,month,day,hour,minute,vessel_name,duration_minutes
8,Horseshoe Bay,Bowen Island,2018,03,27,08,00,Queen of Capilano,24
8,Horseshoe Bay,Bowen Island,2018,04,04,05,50,Queen of Capilano,18
1,Swartz Bay,Tsawwassen,2018,04,23,09,00,Coastal Renaissance,92
8,Horseshoe Bay,Bowen Island,2018,04,11,17,45,Queen of Capilano,17
30,Duke Point,Tsawwassen,2018,04,25,22,45,Queen of New Westminster,125
4,Swartz Bay,Fulford Harbour,2018,04,21,17,00,Skeena Queen,30
3,Langdale,Horseshoe Bay,2018,04,09,10,50,Queen of Surrey,42
2,Horseshoe Bay,Departure Bay,2018,04,02,13,00,Queen of Cowichan,102
2,Horseshoe Bay,Departure Bay,2018,03,29,13,00,Queen of Cowichan,98
8,Horseshoe Bay,Bowen Island,2018,04,22,08,00,Queen of Capilano,18
1,Swartz Bay,Tsawwassen,2018,03,30,21,00,Coastal Celebration,88
2,Departure Bay,Horseshoe Bay,2018,04,21,13,00,Queen of Oak Bay,106
4,Swartz Bay,Fulford Harbour,2018,04,26,09,00,Skeena Queen,34
2,Horseshoe Bay,Departure Bay,2018,03,26,20,05,Queen of Oak Bay,105
8,Horseshoe Bay,Bowen Island,2018,03,03,09,05,Queen of Capilano,19
3,Langdale,Horseshoe Bay,2018,04,18,13,05,Queen of Surrey,39
8,Horseshoe Bay,Bowen Island,2018,03,24,17,45,Queen of Capilano,19
30,Tsawwassen,Duke Point,2018,03,18,20,15,Queen of Alberni,119
1,Swartz Bay,Tsawwassen,2018,04,22,16,00,Coastal Inspiration,92
2,Horseshoe Bay,Departure Bay,2018,03,22,18,35,Queen of Coquitlam,107
3,Horseshoe Bay,Langdale,2018,04,02,14,10,Queen of Surrey,50
1,Swartz Bay,Tsawwassen,2018,03,24,07,00,Spirit of Vancouver Island,90
1,Swartz Bay,Tsawwassen,2018,04,19,17,00,Coastal Renaissance,90
30,Duke Point,Tsawwassen,2018,03,27,10,15,Coastal Inspiration,115
8,Horseshoe Bay,Bowen Island,2018,04,22,05,50,Queen of Capilano,18
2,Departure Bay,Horseshoe Bay,2018,04,17,13,00,Queen of Oak Bay,106
1,Swartz Bay,Tsawwassen,2018,03,04,11,00,Spirit of Vancouver Island,90
3,Horseshoe Bay,Langdale,2018,04,01,19,50,Queen of Cowichan,42
2,Horseshoe Bay,Departure Bay,2018,03,09,18,35,Queen of Coquitlam,105
1,Swartz Bay,Tsawwassen,2018,04,16,08,00,Coastal Inspiration,104
3,Horseshoe Bay,Langdale,2018,03,30,14,10,Queen of Surrey,40
8,Horseshoe Bay,Bowen Island,2018,04,19,12,35,Queen of Capilano,21
8,Horseshoe Bay,Bowen Island,2018,04,09,22,00,Queen of Capilano,18
3,Horseshoe Bay,Langdale,2018,04,15,11,55,Queen of Surrey,45
8,Horseshoe Bay,Bowen Island,2018,03,28,20,00,Queen of Capilano,18
3,Horseshoe Bay,Langdale,2018,04,05,09,45,Queen of Surrey,43
1,Tsawwassen,Swartz Bay,2018,03,12,11,00,Coastal Celebration,90
1,Tsawwassen,Swartz Bay,2018,04,02,22,00,Coastal Renaissance,82
1,Swartz Bay,Tsawwassen,2018,03,07,11,00,Spirit of Vancouver Island,92
8,Horseshoe Bay,Bowen Island,2018,03,06,12,35,Queen of Capilano,19
2,Departure Bay,Horseshoe Bay,2018,04,11,15,20,Queen of Cowichan,106
1,Swartz Bay,Tsawwassen,2018,03,26,15,00,Spirit of Vancouver Island,92
2,Horseshoe Bay,Departure Bay,2018,04,17,06,15,Queen of Oak Bay,107
2,Horseshoe Bay,Departure Bay,2018,04,13,18,35,Queen of Surrey,109
1,Swartz Bay,Tsawwassen,2018,03,12,07,00,Spirit of Vancouver Island,92
3,Langdale,Horseshoe Bay,2018,04,26,10,50,Queen of Surrey,50
8,Horseshoe Bay,Bowen Island,2018,03,01,09,05,Queen of Capilano,29
2,Horseshoe Bay,Departure Bay,2018,03,18,15,45,Queen of Oak Bay,105
8,Horseshoe Bay,Bowen Island,2018,03,17,09,05,Queen of Capilano,19
2,Departure Bay,Horseshoe Bay,2018,03,16,20,45,Queen of Coquitlam,111
8,Horseshoe Bay,Bowen Island,2018,03,26,14,20,Queen of Capilano,18
2,Horseshoe Bay,Departure Bay,2018,03,19,22,10,Queen of Cowichan,107
4,Swartz Bay,Fulford Harbour,2018,04,19,19,00,Skeena Queen,40
1,Swartz Bay,Tsawwassen,2018,04,25,17,00,Coastal Renaissance,99
3,Horseshoe Bay,Langdale,2018,04,12,14,10,Queen of Surrey,46
30,Duke Point,Tsawwassen,2018,03,29,20,15,Coastal Inspiration,121
4,Swartz Bay,Fulford Harbour,2018,03,07,11,00,Skeena Queen,34
30,Duke Point,Tsawwassen,2018,03,12,17,45,Queen of Alberni,121
30,Tsawwassen,Duke Point,2018,03,27,07,45,Coastal Inspiration,121
1,Swartz Bay,Tsawwassen,2018,03,30,12,00,Coastal Renaissance,90
2,Departure Bay,Horseshoe Bay,2018,04,27,15,20,Queen of Cowichan,110
2,Departure Bay,Horseshoe Bay,2018,03,25,17,55,Queen of Oak Bay,111
8,Horseshoe Bay,Bowen Island,2018,04,23,06,50,Queen of Capilano,18
1,Tsawwassen,Swartz Bay,2018,04,15,21,00,Spirit of Vancouver Island,88
3,Horseshoe Bay,Langdale,2018,04,02,22,55,Queen of Surrey,43
3,Langdale,Horseshoe Bay,2018,03,10,06,20,Queen of Coquitlam,40
2,Departure Bay,Horseshoe Bay,2018,04,03,08,25,Queen of Oak Bay,105
8,Horseshoe Bay,Bowen Island,2018,04,01,15,30,Queen of Capilano,24
3,Horseshoe Bay,Langdale,2018,04,17,22,55,Queen of Surrey,42
1,Swartz Bay,Tsawwassen,2018,04,14,13,00,Coastal Renaissance,90
2,Departure Bay,Horseshoe Bay,2018,03,03,20,45,Queen of Coquitlam,133
2,Horseshoe Bay,Departure Bay,2018,03,15,13,00,Queen of Cowichan,104
3,Langdale,Horseshoe Bay,2018,03,26,17,25,Queen of Coquitlam,57
30,Tsawwassen,Duke Point,2018,03,18,10,15,Queen of Alberni,119
3,Horseshoe Bay,Langdale,2018,04,07,11,55,Queen of Surrey,51
3,Langdale,Horseshoe Bay,2018,04,10,13,05,Queen of Surrey,43
2,Horseshoe Bay,Departure Bay,2018,04,17,13,00,Queen of Cowichan,100
1,Swartz Bay,Tsawwassen,2018,04,10,15,00,Spirit of Vancouver Island,90
4,Swartz Bay,Fulford Harbour,2018,04,06,09,00,Skeena Queen,28
1,Tsawwassen,Swartz Bay,2018,04,15,07,00,Coastal Renaissance,96
1,Tsawwassen,Swartz Bay,2018,04,27,12,00,Queen of New Westminster,116
4,Swartz Bay,Fulford Harbour,2018,04,03,17,00,Skeena Queen,34
2,Departure Bay,Horseshoe Bay,2018,03,15,17,55,Queen of Oak Bay,105
30,Duke Point,Tsawwassen,2018,03,28,22,45,Queen of Alberni,122
30,Duke Point,Tsawwassen,2018,03,26,17,45,Queen of Alberni,123
2,Departure Bay,Horseshoe Bay,2018,04,05,22,10,Queen of Oak Bay,107
1,Swartz Bay,Tsawwassen,2018,04,10,07,00,Spirit of Vancouver Island,88
4,Swartz Bay,Fulford Harbour,2018,04,04,21,00,Skeena Queen,30
30,Tsawwassen,Duke Point,2018,03,18,12,45,Coastal Inspiration,115
2,Horseshoe Bay,Departure Bay,2018,03,06,20,05,Queen of Oak Bay,107
3,Langdale,Horseshoe Bay,2018,04,21,10,50,Queen of Surrey,44
3,Horseshoe Bay,Langdale,2018,03,04,09,45,Queen of Coquitlam,41
3,Horseshoe Bay,Langdale,2018,03,01,11,55,Queen of Coquitlam,41
3,Langdale,Horseshoe Bay,2018,04,27,06,20,Queen of Surrey,42
2,Departure Bay,Horseshoe Bay,2018,04,14,08,25,Queen of Oak Bay,105
1,Tsawwassen,Swartz Bay,2018,03,23,09,00,Spirit of Vancouver Island,94
3,Horseshoe Bay,Langdale,2018,03,29,15,40,Queen of Coquitlam,42
1,Swartz Bay,Tsawwassen,2018,04,04,13,00,Coastal Renaissance,92
2,Departure Bay,Horseshoe Bay,2018,03,11,06,15,Queen of Cowichan,105
30,Duke Point,Tsawwassen,2018,03,27,22,45,Queen of Alberni,120
8,Horseshoe Bay,Bowen Island,2018,03,28,05,50,Queen of Capilano,18
2,Departure Bay,Horseshoe Bay,2018,04,10,13,00,Queen of Oak Bay,104
30,Duke Point,Tsawwassen,2018,03,31,15,15,Coastal Inspiration,123
30,Tsawwassen,Duke Point,2018,04,12,15,15,Queen of Alberni,123
2,Departure Bay,Horseshoe Bay,2018,03,30,17,55,Queen of Oak Bay,101
3,Horseshoe Bay,Langdale,2018,04,11,14,10,Queen of Surrey,44
2,Departure Bay,Horseshoe Bay,2018,03,18,17,55,Queen of Oak Bay,111
2,Horseshoe Bay,Departure Bay,2018,04,06,22,10,Queen of Cowichan,107
30,Duke Point,Tsawwassen,2018,04,03,07,45,Queen of Alberni,117
8,Horseshoe Bay,Bowen Island,2018,04,12,11,25,Queen of Capilano,19
1,Swartz Bay,Tsawwassen,2018,03,10,09,00,Coastal Celebration,88
30,Tsawwassen,Duke Point,2018,03,21,15,15,Queen of Alberni,117
30,Duke Point,Tsawwassen,2018,04,16,10,15,Queen of Coquitlam,121
1,Tsawwassen,Swartz Bay,2018,03,04,21,00,Spirit of Vancouver Island,90
2,Departure Bay,Horseshoe Bay,2018,04,02,20,45,Queen of Surrey,109
30,Duke Point,Tsawwassen,2018,03,21,22,45,Queen of Alberni,121
30,Duke Point,Tsawwassen,2018,03,17,07,45,Queen of Alberni,117
2,Departure Bay,Horseshoe Bay,2018,04,21,10,40,Queen of Cowichan,104
30,Duke Point,Tsawwassen,2018,04,29,22,45,Queen of Alberni,120
30,Tsawwassen,Duke Point,2018,03,05,15,15,Queen of Alberni,123
4,Swartz Bay,Fulford Harbour,2018,03,08,19,00,Skeena Queen,32
1,Swartz Bay,Tsawwassen,2018,04,23,17,00,Coastal Renaissance,88
3,Horseshoe Bay,Langdale,2018,03,23,17,30,Queen of Cowichan,54
3,Langdale,Horseshoe Bay,2018,04,02,18,40,Queen of Cowichan,40
1,Swartz Bay,Tsawwassen,2018,04,15,14,00,Queen of New Westminster,86
3,Langdale,Horseshoe Bay,2018,04,30,18,40,Queen of Cowichan,38
1,Tsawwassen,Swartz Bay,2018,03,04,09,00,Spirit of Vancouver Island,88
4,Swartz Bay,Fulford Harbour,2018,03,12,15,00,Skeena Queen,30
4,Swartz Bay,Fulford Harbour,2018,04,12,15,00,Skeena Queen,30
3,Langdale,Horseshoe Bay,2018,03,07,08,40,Queen of Coquitlam,44
2,Horseshoe Bay,Departure Bay,2018,03,30,08,25,Queen of Cowichan,103
30,Tsawwassen,Duke Point,2018,04,25,20,15,Queen of New Westminster,125
1,Tsawwassen,Swartz Bay,2018,04,11,21,00,Spirit of Vancouver Island,84
1,Tsawwassen,Swartz Bay,2018,04,30,17,00,Spirit of Vancouver Island,96
1,Swartz Bay,Tsawwassen,2018,04,06,21,00,Coastal Renaissance,88
3,Horseshoe Bay,Langdale,2018,03,26,14,10,Queen of Coquitlam,53
8,Horseshoe Bay,Bowen Island,2018,04,18,15,30,Queen of Capilano,28
3,Langdale,Horseshoe Bay,2018,04,07,10,50,Queen of Surrey,56
1,Tsawwassen,Swartz Bay,2018,04,27,21,00,Spirit of Vancouver Island,92
2,Horseshoe Bay,Departure Bay,2018,03,19,15,45,Queen of Oak Bay,105
3,Langdale,Horseshoe Bay,2018,04,10,08,40,Queen of Surrey,42
8,Horseshoe Bay,Bowen Island,2018,03,19,17,45,Queen of Capilano,19
1,Swartz Bay,Tsawwassen,2018,04,02,10,00,Queen of New Westminster,88
3,Horseshoe Bay,Langdale,2018,03,24,11,55,Queen of Coquitlam,40
1,Tsawwassen,Swartz Bay,2018,03,27,07,00,Coastal Celebration,92
4,Swartz Bay,Fulford Harbour,2018,04,23,07,00,Skeena Queen,34
3,Langdale,Horseshoe Bay,2018,04,13,06,20,Queen of Surrey,42
4,Swartz Bay,Fulford Harbour,2018,04,18,17,00,Skeena Queen,40
2,Departure Bay,Horseshoe Bay,2018,04,06,20,45,Queen of Surrey,111
8,Horseshoe Bay,Bowen Island,2018,04,30,22,00,Queen of Capilano,16
2,Horseshoe Bay,Departure Bay,2018,04,18,22,10,Queen of Cowichan,105
3,Langdale,Horseshoe Bay,2018,03,17,20,55,Queen of Cowichan,45
1,Tsawwassen,Swartz Bay,2018,03,12,13,00,Spirit of Vancouver Island,92
1,Tsawwassen,Swartz Bay,2018,04,14,15,00,Coastal Renaissance,94
8,Horseshoe Bay,Bowen Island,2018,03,25,17,45,Queen of Capilano,19
3,Horseshoe Bay,Langdale,2018,04,26,14,10,Queen of Surrey,60
1,Tsawwassen,Swartz Bay,2018,03,01,11,00,Coastal Celebration,98
8,Horseshoe Bay,Bowen Island,2018,04,05,09,05,Queen of Capilano,23
1,Tsawwassen,Swartz Bay,2018,04,04,21,00,Spirit of Vancouver Island,92
30,Tsawwassen,Duke Point,2018,03,31,07,45,Coastal Inspiration,121
8,Horseshoe Bay,Bowen Island,2018,04,26,22,00,Queen of Capilano,24
4,Swartz Bay,Fulford Harbour,2018,03,18,11,00,Skeena Queen,30
30,Tsawwassen,Duke Point,2018,04,17,22,45,Queen of Coquitlam,120
1,Swartz Bay,Tsawwassen,2018,03,01,17,00,Coastal Celebration,92
2,Horseshoe Bay,Departure Bay,2018,04,23,10,40,Queen of Oak Bay,106
30,Duke Point,Tsawwassen,2018,04,20,17,45,Queen of Alberni,127
3,Horseshoe Bay,Langdale,2018,03,29,07,30,Queen of Surrey,40
30,Duke Point,Tsawwassen,2018,04,05,18,45,Queen of New Westminster,118
30,Tsawwassen,Duke Point,2018,04,04,15,15,Queen of Alberni,119
2,Horseshoe Bay,Departure Bay,2018,03,06,15,45,Queen of Oak Bay,105
1,Swartz Bay,Tsawwassen,2018,04,08,13,00,Coastal Renaissance,88
1,Swartz Bay,Tsawwassen,2018,04,05,09,00,Coastal Renaissance,96
3,Horseshoe Bay,Langdale,2018,04,01,14,10,Queen of Surrey,42
3,Langdale,Horseshoe Bay,2018,04,24,17,25,Queen of Surrey,41
8,Horseshoe Bay,Bowen Island,2018,03,20,15,30,Queen of Capilano,20
3,Langdale,Horseshoe Bay,2018,04,29,13,05,Queen of Surrey,39
1,Tsawwassen,Swartz Bay,2018,04,25,09,00,Spirit of Vancouver Island,92
2,Departure Bay,Horseshoe Bay,2018,03,21,15,20,Queen of Cowichan,112
1,Swartz Bay,Tsawwassen,2018,04,19,19,00,Spirit of Vancouver Island,102
30,Duke Point,Tsawwassen,2018,03,23,12,45,Queen of Alberni,123
30,Tsawwassen,Duke Point,2018,03,19,22,45,Coastal Inspiration,120
30,Tsawwassen,Duke Point,2018,03,08,10,15,Queen of Alberni,123
3,Langdale,Horseshoe Bay,2018,04,11,17,25,Queen of Surrey,45
30,Tsawwassen,Duke Point,2018,03,27,17,45,Coastal Inspiration,121
8,Horseshoe Bay,Bowen Island,2018,04,29,12,35,Queen of Capilano,29
30,Duke Point,Tsawwassen,2018,04,07,10,15,Queen of Coquitlam,121
2,Departure Bay,Horseshoe Bay,2018,03,22,15,20,Queen of Cowichan,104
2,Horseshoe Bay,Departure Bay,2018,03,05,13,00,Queen of Cowichan,106
1,Tsawwassen,Swartz Bay,2018,03,17,11,00,Coastal Celebration,90
3,Horseshoe Bay,Langdale,2018,03,07,19,50,Queen of Cowichan,46
8,Horseshoe Bay,Bowen Island,2018,03,09,08,00,Queen of Capilano,22
30,Tsawwassen,Duke Point,2018,04,15,22,45,Queen of Coquitlam,120
30,Duke Point,Tsawwassen,2018,03,10,10,15,Coastal Inspiration,119
30,Duke Point,Tsawwassen,2018,04,19,10,15,Queen of Coquitlam,119
4,Swartz Bay,Fulford Harbour,2018,03,10,17,00,Skeena Queen,30
1,Swartz Bay,Tsawwassen,2018,04,13,12,00,Coastal Inspiration,92
30,Tsawwassen,Duke Point,2018,04,12,12,45,Queen of Coquitlam,115
30,Duke Point,Tsawwassen,2018,03,15,22,45,Queen of Alberni,120
8,Horseshoe Bay,Bowen Island,2018,03,25,15,30,Queen of Capilano,18
8,Horseshoe Bay,Bowen Island,2018,03,25,11,25,Queen of Capilano,20
2,Horseshoe Bay,Departure Bay,2018,03,15,18,35,Queen of Coquitlam,103
4,Swartz Bay,Fulford Harbour,2018,03,10,15,00,Skeena Queen,34
1,Swartz Bay,Tsawwassen,2018,03,16,19,00,Spirit of Vancouver Island,94
3,Langdale,Horseshoe Bay,2018,03,12,17,25,Queen of Coquitlam,37
8,Horseshoe Bay,Bowen Island,2018,03,31,21,00,Queen of Capilano,20
8,Horseshoe Bay,Bowen Island,2018,04,27,06,50,Queen of Capilano,20
30,Duke Point,Tsawwassen,2018,03,04,17,45,Queen of Alberni,125
1,Tsawwassen,Swartz Bay,2018,03,04,19,00,Coastal Celebration,96
1,Tsawwassen,Swartz Bay,2018,04,02,14,00,Coastal Renaissance,88
3,Horseshoe Bay,Langdale,2018,04,25,16,20,Queen of Surrey,48
3,Horseshoe Bay,Langdale,2018,03,12,09,45,Queen of Coquitlam,42
3,Langdale,Horseshoe Bay,2018,04,27,15,15,Queen of Surrey,57
30,Duke Point,Tsawwassen,2018,04,01,15,15,Coastal Inspiration,127
1,Swartz Bay,Tsawwassen,2018,03,15,07,00,Spirit of Vancouver Island,90
30,Duke Point,Tsawwassen,2018,03,10,07,45,Queen of Alberni,117
2,Departure Bay,Horseshoe Bay,2018,04,02,22,10,Queen of Oak Bay,111
4,Swartz Bay,Fulford Harbour,2018,03,04,11,00,Skeena Queen,34
8,Horseshoe Bay,Bowen Island,2018,03,23,16,35,Queen of Capilano,19
2,Horseshoe Bay,Departure Bay,2018,04,21,10,40,Queen of Oak Bay,104
3,Langdale,Horseshoe Bay,2018,03,22,10,50,Queen of Coquitlam,48
4,Swartz Bay,Fulford Harbour,2018,04,13,21,00,Skeena Queen,28
1,Swartz Bay,Tsawwassen,2018,04,21,11,00,Spirit of Vancouver Island,94
1,Swartz Bay,Tsawwassen,2018,03,21,16,00,Coastal Renaissance,94
4,Swartz Bay,Fulford Harbour,2018,04,02,17,00,Skeena Queen,28
30,Duke Point,Tsawwassen,2018,04,24,05,15,Queen of Coquitlam,125
3,Langdale,Horseshoe Bay,2018,03,20,10,50,Queen of Coquitlam,42
1,Swartz Bay,Tsawwassen,2018,03,25,14,00,Queen of New Westminster,92
1,Swartz Bay,Tsawwassen,2018,04,02,16,00,Coastal Renaissance,90
8,Horseshoe Bay,Bowen Island,2018,03,10,14,20,Queen of Capilano,18
30,Duke Point,Tsawwassen,2018,03,25,15,15,Coastal Inspiration,127
8,Horseshoe Bay,Bowen Island,2018,04,11,22,00,Queen of Capilano,18
3,Horseshoe Bay,Langdale,2018,04,06,19,50,Queen of Cowichan,44
2,Departure Bay,Horseshoe Bay,2018,04,29,08,25,Queen of Oak Bay,105
1,Tsawwassen,Swartz Bay,2018,04,23,09,00,Spirit of Vancouver Island,92
8,Horseshoe Bay,Bowen Island,2018,03,04,09,05,Queen of Capilano,21
2,Horseshoe Bay,Departure Bay,2018,03,11,06,15,Queen of Oak Bay,105
4,Swartz Bay,Fulford Harbour,2018,04,20,15,00,Skeena Queen,46
30,Duke Point,Tsawwassen,2018,04,08,17,45,Queen of Alberni,121
8,Horseshoe Bay,Bowen Island,2018,04,10,17,45,Queen of Capilano,17
3,Horseshoe Bay,Langdale,2018,03,04,14,10,Queen of Coquitlam,46
3,Horseshoe Bay,Langdale,2018,03,16,11,55,Queen of Coquitlam,41
3,Langdale,Horseshoe Bay,2018,03,25,10,50,Queen of Coquitlam,38
30,Duke Point,Tsawwassen,2018,03,09,20,15,Coastal Inspiration,125
30,Tsawwassen,Duke Point,2018,03,08,17,45,Coastal Inspiration,127
8,Horseshoe Bay,Bowen Island,2018,03,20,06,50,Queen of Capilano,28
30,Tsawwassen,Duke Point,2018,03,22,12,45,Coastal Inspiration,123
30,Duke Point,Tsawwassen,2018,04,20,22,45,Queen of Alberni,120
1,Tsawwassen,Swartz Bay,2018,03,24,09,00,Spirit of Vancouver Island,94
1,Tsawwassen,Swartz Bay,2018,03,02,09,00,Spirit of Vancouver Island,92
3,Horseshoe Bay,Langdale,2018,03,19,17,30,Queen of Cowichan,46
3,Langdale,Horseshoe Bay,2018,03,17,15,15,Queen of Coquitlam,41
1,Swartz Bay,Tsawwassen,2018,03,10,21,00,Coastal Celebration,86
8,Horseshoe Bay,Bowen Island,2018,04,16,05,50,Queen of Capilano,26
30,Tsawwassen,Duke Point,2018,03,24,07,45,Coastal Inspiration,119
2,Horseshoe Bay,Departure Bay,2018,04,10,22,10,Queen of Cowichan,108
1,Swartz Bay,Tsawwassen,2018,04,29,12,00,Coastal Inspiration,98
1,Tsawwassen,Swartz Bay,2018,03,24,15,00,Coastal Celebration,88
1,Tsawwassen,Swartz Bay,2018,03,21,15,00,Coastal Celebration,94
8,Horseshoe Bay,Bowen Island,2018,04,25,21,00,Queen of Capilano,18
3,Langdale,Horseshoe Bay,2018,03,28,15,15,Queen of Surrey,53
3,Horseshoe Bay,Langdale,2018,04,21,17,30,Queen of Cowichan,44
1,Swartz Bay,Tsawwassen,2018,04,04,12,00,Coastal Inspiration,94
8,Horseshoe Bay,Bowen Island,2018,04,23,21,00,Queen of Capilano,18
2,Horseshoe Bay,Departure Bay,2018,03,30,18,35,Queen of Surrey,107
30,Tsawwassen,Duke Point,2018,03,02,10,15,Queen of Alberni,121
4,Swartz Bay,Fulford Harbour,2018,04,17,19,00,Skeena Queen,34
3,Langdale,Horseshoe Bay,2018,03,17,17,25,Queen of Coquitlam,41
1,Swartz Bay,Tsawwassen,2018,04,02,09,00,Coastal Celebration,90
30,Duke Point,Tsawwassen,2018,03,22,05,15,Coastal Inspiration,121
30,Tsawwassen,Duke Point,2018,03,03,07,45,Coastal Inspiration,128
2,Departure Bay,Horseshoe Bay,2018,03,22,13,00,Queen of Oak Bay,106
3,Horseshoe Bay,Langdale,2018,04,26,19,50,Queen of Cowichan,44
8,Horseshoe Bay,Bowen Island,2018,03,16,16,35,Queen of Capilano,23
2,Departure Bay,Horseshoe Bay,2018,04,11,22,10,Queen of Oak Bay,106
30,Duke Point,Tsawwassen,2018,04,30,10,15,Queen of Coquitlam,119
2,Departure Bay,Horseshoe Bay,2018,03,19,06,15,Queen of Cowichan,106
8,Horseshoe Bay,Bowen Island,2018,03,19,21,00,Queen of Capilano,18
3,Langdale,Horseshoe Bay,2018,04,06,08,40,Queen of Surrey,42
2,Departure Bay,Horseshoe Bay,2018,03,11,15,20,Queen of Cowichan,104
1,Tsawwassen,Swartz Bay,2018,04,07,15,00,Coastal Renaissance,92
8,Horseshoe Bay,Bowen Island,2018,04,11,10,15,Queen of Capilano,31
2,Horseshoe Bay,Departure Bay,2018,04,27,18,35,Queen of Surrey,135
3,Horseshoe Bay,Langdale,2018,04,11,22,55,Queen of Surrey,44
4,Swartz Bay,Fulford Harbour,2018,04,05,11,00,Skeena Queen,30
3,Langdale,Horseshoe Bay,2018,03,17,10,50,Queen of Coquitlam,38
8,Horseshoe Bay,Bowen Island,2018,03,11,18,50,Queen of Capilano,26
2,Departure Bay,Horseshoe Bay,2018,03,18,20,45,Queen of Coquitlam,125
1,Tsawwassen,Swartz Bay,2018,03,10,15,00,Coastal Celebration,88
1,Tsawwassen,Swartz Bay,2018,04,20,21,00,Spirit of Vancouver Island,90
1,Swartz Bay,Tsawwassen,2018,04,28,18,00,Queen of New Westminster,91
3,Horseshoe Bay,Langdale,2018,03,18,09,45,Queen of Coquitlam,39
2,Departure Bay,Horseshoe Bay,2018,03,04,20,45,Queen of Coquitlam,133
1,Tsawwassen,Swartz Bay,2018,04,14,10,00,Coastal Inspiration,94
30,Duke Point,Tsawwassen,2018,03,05,22,45,Queen of Alberni,121
30,Tsawwassen,Duke Point,2018,04,26,12,45,Queen of Coquitlam,123
30,Duke Point,Tsawwassen,2018,03,19,10,15,Coastal Inspiration,121
8,Horseshoe Bay,Bowen Island,2018,04,10,10,15,Queen of Capilano,17
8,Horseshoe Bay,Bowen Island,2018,04,26,09,05,Queen of Capilano,33
1,Tsawwassen,Swartz Bay,2018,04,26,11,00,Coastal Renaissance,92
2,Departure Bay,Horseshoe Bay,2018,03,17,10,40,Queen of Cowichan,106
8,Horseshoe Bay,Bowen Island,2018,04,13,05,50,Queen of Capilano,18
8,Horseshoe Bay,Bowen Island,2018,04,30,11,25,Queen of Capilano,16
2,Horseshoe Bay,Departure Bay,2018,03,02,08,25,Queen of Cowichan,105
1,Tsawwassen,Swartz Bay,2018,04,01,09,00,Spirit of Vancouver Island,93
8,Horseshoe Bay,Bowen Island,2018,04,14,10,15,Queen of Capilano,21
2,Departure Bay,Horseshoe Bay,2018,03,21,10,40,Queen of Cowichan,129
1,Tsawwassen,Swartz Bay,2018,04,13,15,00,Coastal Renaissance,92
2,Departure Bay,Horseshoe Bay,2018,04,25,15,20,Queen of Cowichan,104
1,Swartz Bay,Tsawwassen,2018,03,09,21,00,Coastal Celebration,90
30,Duke Point,Tsawwassen,2018,04,28,12,45,Queen of Alberni,121
8,Horseshoe Bay,Bowen Island,2018,03,02,08,00,Queen of Capilano,38
30,Duke Point,Tsawwassen,2018,04,10,16,00,Coastal Inspiration,120
1,Tsawwassen,Swartz Bay,2018,03,29,18,00,Coastal Renaissance,88
30,Tsawwassen,Duke Point,2018,04,03,05,15,Queen of Alberni,119
2,Horseshoe Bay,Departure Bay,2018,03,11,13,00,Queen of Cowichan,102
3,Langdale,Horseshoe Bay,2018,03,09,06,20,Queen of Coquitlam,40
30,Duke Point,Tsawwassen,2018,04,05,17,45,Queen of Alberni,125
30,Tsawwassen,Duke Point,2018,03,12,07,45,Coastal Inspiration,117
1,Tsawwassen,Swartz Bay,2018,03,11,07,00,Coastal Celebration,94
30,Duke Point,Tsawwassen,2018,04,14,15,15,Queen of Coquitlam,127
2,Departure Bay,Horseshoe Bay,2018,04,25,06,15,Queen of Cowichan,105
1,Swartz Bay,Tsawwassen,2018,03,24,15,00,Spirit of Vancouver Island,90
1,Tsawwassen,Swartz Bay,2018,04,23,17,00,Spirit of Vancouver Island,90
30,Tsawwassen,Duke Point,2018,03,15,07,45,Coastal Inspiration,125
30,Tsawwassen,Duke Point,2018,03,08,22,45,Coastal Inspiration,120
2,Horseshoe Bay,Departure Bay,2018,03,08,13,00,Queen of Cowichan,104
4,Swartz Bay,Fulford Harbour,2018,03,01,17,00,Skeena Queen,34
3,Langdale,Horseshoe Bay,2018,03,20,15,15,Queen of Coquitlam,47
3,Horseshoe Bay,Langdale,2018,04,17,07,30,Queen of Surrey,46
2,Departure Bay,Horseshoe Bay,2018,04,05,15,20,Queen of Cowichan,106
1,Tsawwassen,Swartz Bay,2018,04,27,09,00,Spirit of Vancouver Island,92
1,Tsawwassen,Swartz Bay,2018,04,22,09,00,Spirit of Vancouver Island,92
4,Swartz Bay,Fulford Harbour,2018,03,27,19,00,Skeena Queen,34
1,Swartz Bay,Tsawwassen,2018,03,11,16,00,Coastal Renaissance,92
30,Tsawwassen,Duke Point,2018,04,08,12,45,Queen of Coquitlam,123
3,Horseshoe Bay,Langdale,2018,03,02,16,20,Queen of Coquitlam,46
2,Horseshoe Bay,Departure Bay,2018,04,12,06,15,Queen of Oak Bay,105
1,Tsawwassen,Swartz Bay,2018,03,25,19,00,Coastal Celebration,94
1,Swartz Bay,Tsawwassen,2018,03,30,09,00,Coastal Celebration,96
1,Tsawwassen,Swartz Bay,2018,04,08,12,00,Queen of New Westminster,86
30,Tsawwassen,Duke Point,2018,03,30,22,45,Coastal Inspiration,123
2,Horseshoe Bay,Departure Bay,2018,03,28,22,10,Queen of Cowichan,105
